Tag	GSM4101749	GSM4101750	GSM4101751	GSM4101752	GSM4101753	GSM4101754	GSM4101755	GSM4101756	GSM4101757	GSM4101758	GSM4101759	GSM4101760	GSM4101761
DCDC1	3.497395	4.225295	3.897445	4.83255	3.70909	4.057395	4.247445	4.11402	3.81044	4.55014	3.99767	4.81227	4.302775
DCDC2	4.99087	7.00015	6.96061	7.66516	5.29023	6.88075	6.16042	5.90503	4.69455	6.34007	6.16778	6.86794	7.24896
DCHS1	5.63364	5.64099	5.84361	5.70182	5.99426	5.70039	6.18223	5.41485	6.08074	5.45097	5.98601	6.16524	5.51149
DCHS2	3.99174	3.66284	3.55461	3.28523	3.29057	2.89143	3.17193	3.2116	3.38461	3.29483	3.04097	2.96939	3.45539
DCK	7.68369	6.48992	6.77214	6.46936	9.00554	7.00728	6.45583	7.4054	8.87982	5.68321	8.14124	6.60511	6.81608
DCLK1	7.38447	4.68947	5.9439	4.63821	6.64572	5.20775	6.25921	6.69744	6.4804	5.88275	6.92986	6.69671	5.85193
DCLK2	5.5555	6.7289	6.25881	6.26144	5.55631	5.1409	5.65503	5.13625	5.0004	6.15858	5.37084	6.20326	5.69412
DCLK3	3.84214	3.99556	3.53116	3.78282	3.76327	3.49473	3.57327	3.63947	3.48082	3.90414	3.70669	3.55611	3.48054
DCLRE1A	6.82129	6.23328	6.26453	5.82643	6.33221	6.52799	5.83538	6.25019	6.34444	5.74973	6.02927	5.78375	5.7148
DCLRE1B	4.79496	5.08279	5.01189	5.70959	6.26221	5.78939	5.41474	5.45435	6.04423	5.71128	5.72315	5.46029	5.74465
DCLRE1C	5.79318	5.06093	5.26717	5.65882	6.41225	5.65442	5.80554	6.1762	6.46839	4.89163	5.95086	6.04611	5.81878
DCN	11.0899	7.46767	10.0997	6.70948	9.42245	7.07713	10.6453	9.92097	8.03578	9.89165	10.512	10.3299	10.303
DCP1A	8.26827	8.56935	8.13091	8.69128	8.35269	8.25942	8.23939	8.23965	8.02619	8.26113	8.31372	8.5518	8.15026
DCP1B	7.37446	8.55288	8.00085	7.88621	7.5111	7.43748	7.23434	7.44154	6.64481	7.86317	7.45696	7.84835	8.09751
DCP2	7.62958	6.95185	6.95543	7.16268	7.94239	6.98154	6.9067	7.17965	8.04492	6.87357	7.68785	7.14746	6.94084
DCPS	7.45029	7.17049	7.35971	6.42578	6.34318	6.68792	6.16099	6.63123	7.07115	6.2159	6.25825	6.32436	6.10524
DCST1	4.75555	4.1754	4.30601	4.35939	4.07098	4.10217	4.4686	4.67303	4.20052	4.27162	4.23384	3.95889	4.10523
DCST2	4.78235	4.66663	4.70038	5.36208	5.20472	5.09482	4.85473	4.51027	4.53151	4.77289	4.61238	5.00159	4.66487
DCSTAMP	3.66923	4.03669	3.89788	3.78268	3.27291	4.67429	3.5617	3.29449	3.70859	3.77765	3.87821	3.69579	5.61695
DCT	3.2685	3.96726	3.81836	3.92567	3.58417	3.69493	3.83123	4.05004	3.67442	3.8895	3.50858	3.77626	3.94972
DCTD	9.01517	9.75872	9.2174	9.92239	9.38721	9.73044	9.41863	9.23037	8.7683	9.65883	9.96737	9.67186	9.91191
DCTN1	8.26975	8.16824	7.93496	7.97519	7.75434	7.97581	7.57502	7.58707	7.56909	7.59408	7.87596	7.83675	7.57284
DCTN2	8.11206	8.03611	7.93789	8.83282	8.47933	8.79335	8.2898	8.03688	8.26667	8.76052	8.3064	8.70714	8.28016
DCTN3	7.45291	8.0563	8.34595	8.8069	7.95503	8.46816	8.84167	7.27786	8.28715	9.06154	7.88735	9.06243	8.45402
DCTN4	8.10221	8.3388	7.92103	8.26081	7.98378	8.13523	7.95417	8.16804	7.46838	8.11938	7.98932	8.44878	8.04611
DCTN5	8.76137	8.65192	8.44884	9.05556	9.09978	9.38454	8.64713	8.67996	8.96867	9.17383	8.9749	8.92323	9.04296
DCTN6	6.90225	6.86518	7.16489	7.90672	7.3321	7.81679	7.83052	8.10357	6.86589	8.60952	7.54207	7.87752	8.00251
DCTPP1	8.24199	7.87058	7.99507	8.46916	8.91145	9.08726	8.14472	8.17233	8.20133	8.59096	8.7722	8.03649	8.96545
DCUN1D1	9.24906	8.69019	8.43535	8.21042	8.19316	8.22281	8.20286	8.19782	8.00471	8.88299	8.38459	8.25145	8.89353
DCUN1D2	6.15138	5.58946	5.9172	5.65332	5.82787	5.30221	5.21208	5.66297	5.73541	5.28608	5.61551	5.19423	5.6414
DCUN1D3	7.16484	6.48982	6.48621	6.94894	6.74687	7.1123	7.17183	7.39253	7.04259	7.34495	7.32017	6.98951	7.06648
DCUN1D4	7.52617	7.68984	7.28958	8.25041	8.15338	8.29372	9.03296	8.48592	8.20183	8.80279	8.07358	8.77692	8.91561
DCUN1D5	6.87745	6.24569	6.37728	5.86688	6.5887	6.38567	6.00313	6.03921	6.52334	6.47052	6.22665	5.77092	5.6995
DCX	3.69621	3.84851	3.39555	3.67784	3.70971	3.42014	3.63024	3.27026	3.34882	4.04888	3.50238	3.27217	3.51047
DCXR	8.49192	9.37432	9.34886	9.35929	8.49657	9.64194	9.28485	8.35263	8.29216	10.4284	8.71437	10.2061	9.8264
DDA1	8.70031	9.17332	9.21269	9.16323	8.77463	8.77899	8.72878	8.42272	8.93451	8.67312	8.41607	8.46699	8.35935
DDAH1	7.92921	9.00763	8.946	9.26202	8.18992	8.71305	8.8492	9.0491	7.00982	8.85063	8.70254	8.93211	8.89717
DDAH2	7.31288	8.22717	7.19513	8.20584	7.46909	8.6595	8.1286	7.07433	7.44697	7.86552	8.10715	8.26714	7.7619
DDB1	9.04385	9.2574	8.95507	9.3761	9.11523	9.60683	8.66261	9.35086	8.88578	8.87397	9.25581	9.26629	9.17542
DDB2	6.73892	6.21413	7.20712	7.31272	7.72571	7.26903	7.13177	7.47153	8.35423	6.117	7.36269	6.85543	6.39131
DDC	4.12114	4.70447	4.40178	4.13467	4.42857	4.41488	4.0868	4.07856	4.57528	4.113	4.38464	4.08669	4.61346
DDC-AS1	5.52451	5.66562	5.45038	5.70066	4.96497	5.12175	5.28331	5.05325	5.49441	4.89345	5.1521	5.16559	5.28696
DDHD1	7.43445	7.02701	7.34493	7.40781	8.61658	7.1969	7.58761	8.24245	8.59963	7.22152	8.28688	7.51283	7.34664
DDHD2	8.12428	7.90956	8.26596	8.19648	8.17671	7.99104	8.07882	8.55197	8.23776	7.87857	8.27327	8.1186	7.98712
DDI1	3.66953	3.13775	3.37213	3.6161	3.6513	3.72309	3.28696	3.15009	3.93572	3.2477	3.20471	3.11151	3.47716
DDIAS	4.86031	3.27779	3.61849	3.03925	5.57242	3.84022	3.51166	4.69072	4.80683	3.31986	4.53818	3.8086	3.98384
DDIT3	6.46571	7.71157	8.38217	7.65879	6.67923	7.77073	7.69537	8.15756	6.563	7.6491	6.41498	7.81242	8.05272
DDIT4	9.62122	6.99642	7.90962	7.35724	8.54463	7.02076	6.17253	8.23035	8.67426	6.99513	8.08063	7.5035	7.38506
DDIT4L	4.87941	4.65054	4.57255	5.09447	4.44448	5.31596	4.85917	4.12127	5.114	4.68295	4.4303	4.53939	4.7234
DDN	4.42497	4.79125	4.74429	4.67018	4.99421	4.84212	4.80079	5.0021	4.79181	4.82745	4.82308	4.37194	4.42942
DDO	4.57332	4.86338	4.8185	4.76609	5.11217	4.73888	4.51465	4.44646	4.42336	4.84173	4.58221	4.93159	4.2289
DDOST|PINK1-AS	7.283775	8.207605	7.52357	7.885045	7.716175	8.68229	7.733075	7.771365	7.78152	7.960705	8.03061	8.09543	8.057995
DDR1	9.02994	9.75166	8.73793	9.00131	8.20341	9.46403	9.03681	8.41995	7.34889	9.27922	8.71458	9.09252	9.09824
DDR2	6.794985	5.59758	6.48983	5.555335	7.161845	5.8922	7.44175	7.46981	7.200025	6.538605	7.37068	7.284185	6.3721
DDRGK1	7.70618	7.54676	7.25262	7.49037	6.99779	7.80902	6.64629	6.54739	7.25351	7.07314	7.3073	7.2096	7.04391
DDT	8.78845	9.22811	9.00563	9.10818	8.80015	8.54021	8.77824	8.49321	8.77916	9.21712	8.36838	8.87319	8.3228
DDTL|DDT|LOC391322	8.04109	8.46991	8.66332	8.87513	8.28606	8.59366	8.28118	7.63272	8.8436	8.75792	8.2252	8.82747	8.18553
DDX1	9.09177	8.9905	9.2505	9.19081	8.87244	9.14002	8.41897	8.9158	8.61411	8.85274	9.13304	8.87958	9.0406
DDX10	7.0211	6.57651	6.86508	6.14141	6.26643	5.95172	5.66581	6.3133	5.98553	5.92896	5.9639	6.01256	5.61742
DDX11|LOC642846|DDX12P	6.56757	5.585865	6.32367	6.969495	8.074255	6.19122	6.7992	6.901575	8.15639	6.17496	6.58259	6.33769	6.31487
DDX12P|DDX11|LOC642846	6.56584	5.72194	6.41596	6.92349	7.90409	6.27123	6.92096	6.82191	8.05809	6.45493	6.56284	6.35596	6.46888
DDX17	10.6752	10.9063	11.0631	10.8403	11.0124	10.6929	10.7909	11.3154	10.9926	10.7287	11.1171	10.7782	10.8459
DDX18	8.80586	8.62191	8.35603	8.34403	8.64917	8.77642	7.96354	8.7235	8.26496	7.88073	8.68645	8.20304	8.10895
DDX19A	7.04586	7.59376	6.94779	6.65416	6.80571	6.91302	6.49656	6.83844	7.11823	6.51203	6.72313	7.41521	6.45691
DDX19B	8.07413	8.08697	8.1403	8.07549	7.78461	7.90504	7.24952	7.62876	7.95434	7.53328	7.90576	7.95807	7.28721
DDX20	6.49673	5.96359	6.26155	6.71909	6.9855	6.54542	6.2402	7.2364	7.05831	6.58137	6.80663	6.70827	6.47234
DDX21	8.80277	7.61877	8.20101	7.34147	8.15037	7.79091	7.48505	7.68291	8.15432	7.01066	7.7292	7.15238	6.46347
DDX23	7.99757	7.77437	7.7767	8.10846	8.64353	8.67037	7.48914	8.50231	8.39278	7.63074	8.3884	8.28457	7.92942
DDX24	9.48128	9.80956	9.73127	10.3953	9.86239	10.2758	9.54701	9.97748	9.28224	9.77867	10.1303	9.97875	9.78651
DDX25	4.33736	4.99218	3.9588	5.12214	3.97678	4.30316	4.56488	4.60455	3.25022	5.46628	3.84082	4.97643	5.61215
DDX27	7.60641	7.67023	7.22041	7.32644	7.47599	7.41714	7.10308	7.26278	7.60831	6.69008	7.28193	7.29673	6.77009
DDX28	4.96368	5.25965	5.50211	4.95468	5.11567	4.9645	4.88716	4.71891	5.11303	4.79896	4.82872	4.86832	4.57475
DDX31	6.24572	7.30898	6.77662	7.49051	6.34576	7.7867	6.54146	6.43111	6.90088	7.17463	6.64571	6.98497	7.08835
DDX39A	7.51764	6.66159	7.27303	6.4871	7.73471	6.45458	6.74041	6.98407	8.27111	6.49713	6.88693	6.37626	5.91331
DDX39B|ATP6V1G2-DDX39B	9.85968	10.6149	10.6101	11.1601	11.0546	10.8331	10.6959	10.2358	10.84005	10.76575	10.535	10.7223	10.7988
DDX3X	10.4628	10.3113	10.731	9.59298	9.58309	9.68668	10.1592	9.4559	9.71068	9.46748	9.74439	9.80948	9.09954
DDX3Y	3.85892	4.28975	4.02781	3.5281	3.52299	3.60689	3.58214	3.61979	3.53951	3.67018	3.9756	3.44273	7.98706
DDX4	2.99292	2.45446	2.7036	3.18332	3.11354	2.74457	2.97163	3.11965	2.35228	2.75616	2.96259	2.31975	3.51523
DDX41	7.70095	8.32409	8.26505	8.99013	8.42084	8.80098	8.22021	7.95091	8.2672	8.58984	8.43249	8.75709	8.5918
DDX42	9.16273	8.96307	9.07435	8.30566	8.45724	8.48451	7.92229	8.67144	8.60908	7.51702	8.34181	8.15548	7.94948
DDX43	3.3127	4.06999	2.79423	3.26925	3.09865	3.50787	3.15387	3.90836	3.35786	3.19209	3.7665	4.67119	3.70711
DDX46	8.35365	7.82874	7.71509	7.57541	7.89406	7.53468	7.54769	7.99892	7.4384	7.67142	7.76483	7.82234	7.50355
DDX49	5.99607	6.63862	6.23404	6.3418	6.37227	6.89731	6.01925	5.65123	7.05337	6.31121	6.24613	6.27943	5.8349
DDX5	10.8855	10.405	10.8141	10.3954	10.4736	10.537	10.5545	10.4961	10.6299	10.3193	10.7179	10.5191	10.3116
DDX50	8.54332	8.03884	7.84461	7.64343	7.64732	7.34634	7.34778	7.41295	7.6893	7.29994	7.59311	7.34073	7.19517
DDX51	5.27206	6.09003	5.79564	5.91776	5.85893	6.00484	5.92428	6.12396	6.43381	5.81332	5.75899	5.77753	5.62715
DDX52	7.82101	8.03139	7.78937	7.9769	8.14356	7.68483	7.38777	7.60652	8.11823	7.73111	7.9209	7.97503	7.59895
DDX53	3.54735	3.24993	4.23524	3.4504	3.09733	3.53564	3.0454	3.00547	3.14758	3.16464	2.96802	2.9058	2.98388
DDX54	7.30815	7.84297	7.29483	7.95446	7.83323	8.06856	7.4614	7.3613	8.00964	7.57457	7.81699	7.74609	7.95754
DDX55	6.38302	6.20264	6.53609	5.83445	6.17889	5.76735	5.86947	5.80697	6.89234	5.35912	5.88525	5.40921	6.01314
DDX56	7.93332	8.52425	8.37011	8.55811	8.52041	8.6974	7.7574	7.82524	8.47477	8.11259	8.04359	8.36058	8.2898
DDX59	5.49693	5.43863	5.69895	5.32487	5.29883	5.43342	5.13502	5.69509	5.08348	5.61664	5.14379	5.28901	5.06114
DDX6	10.5378	9.79872	10.1149	9.55392	10.2627	9.71085	9.57904	10.1704	10.0783	9.68459	10.246	9.7886	9.59772
DDX60	7.75799	6.82942	7.52658	6.08322	7.20756	6.88397	6.80135	6.89963	7.12844	6.1223	7.77576	6.98157	7.47071
DDX60L	6.62152	5.97014	6.66581	5.96965	7.42195	5.96423	6.85549	7.18776	7.13017	6.05505	7.02191	6.1856	6.71711
DEAF1	6.80426	7.85095	7.10944	7.76723	6.88478	7.33718	7.18317	6.18057	7.20798	7.31876	7.01025	7.59202	7.27508
DECR1	9.08393	8.23723	9.11454	7.73716	7.7979	8.25449	7.59388	8.18585	7.83419	8.44681	7.98276	7.9836	7.93458
DECR2|NME4	5.34156	5.90212	5.61628	5.93976	5.62649	6.13754	6.14352	5.25049	5.88982	5.83299	5.73605	5.56981	5.89001
DEDD	7.317	7.8965	7.90743	8.21588	8.014	7.90168	8.1267	7.78806	7.71626	8.26137	7.99288	8.26632	8.04506
DEDD2	7.32105	7.6539	7.223	8.11521	8.15221	7.79505	7.91431	7.65777	7.82171	7.6946	8.15447	7.89629	7.80565
DEF6	6.76805	5.86101	6.83669	6.01269	7.32301	6.44708	6.635	7.04956	7.99168	5.80302	6.74724	6.2914	6.1205
DEF8	6.69494	6.71378	6.56784	6.98201	7.76591	7.08282	6.77849	6.5697	8.35591	6.82978	7.07684	7.27443	6.63664
DEFA1B|DEFA3|DEFA1	4.62739	4.25153	4.47443	4.14871	4.57539	4.10645	4.3596	4.34795	3.91175	4.41502	4.10569	4.29343	4.40086
DEFA1|DEFA3|DEFA1B	4.62739	4.25153	4.47443	4.14871	4.57539	4.10645	4.3596	4.34795	3.91175	4.41502	4.10569	4.29343	4.40086
DEFA3|DEFA1|DEFA1B	4.62739	4.25153	4.47443	4.14871	4.57539	4.10645	4.3596	4.34795	3.91175	4.41502	4.10569	4.29343	4.40086
DEFA4	3.65959	3.50346	3.4992	3.42011	3.90489	3.45919	3.495	3.25346	3.35442	3.95408	3.59965	3.17817	4.04415
DEFA5	4.14511	3.63533	4.22458	4.34416	4.04927	3.91563	3.8538	4.0286	3.60395	4.09852	3.91689	3.68978	3.83175
DEFA6	3.89163	4.19571	3.57463	3.71479	3.81476	3.6232	3.67349	3.87467	3.39324	4.20587	3.69201	3.67582	3.89525
DEFB1	4.83631	2.97883	3.4567	3.50239	3.03685	3.20873	2.87769	4.41479	3.03956	3.25871	3.17366	3.18871	3.15452
DEFB103B|DEFB103A	3.94713	3.8026	3.62599	3.62599	4.10908	3.44543	3.52806	4.2025	3.32494	3.74068	3.52987	3.35059	3.78132
DEFB104A|DEFB104B	2.72169	3.01196	2.84833	2.92454	2.95507	2.99665	2.55215	2.61066	2.88616	2.69625	2.98377	2.72376	3.22785
DEFB104B|DEFB104A	2.72169	3.01196	2.84833	2.92454	2.95507	2.99665	2.55215	2.61066	2.88616	2.69625	2.98377	2.72376	3.22785
DEFB105A|DEFB105B	2.68992	3.02103	2.90878	3.14843	3.46005	2.90029	3.14664	2.43315	2.7849	3.84617	3.22856	2.7764	3.38473
DEFB106A|DEFB106B	2.54954	2.08905	2.33635	2.16208	2.24893	2.15774	2.26257	2.27832	2.09602	2.14512	2.53174	1.9355	2.45326
DEFB106B|DEFB106A	2.54954	2.08905	2.33635	2.16208	2.24893	2.15774	2.26257	2.27832	2.09602	2.14512	2.53174	1.9355	2.45326
DEFB107B|DEFB107A	2.52954	2.69176	2.57155	3.18162	3.18835	2.64434	2.62617	2.58979	2.36648	3.19662	2.73856	2.40587	3.04986
DEFB108B|DEFB108C	2.99459	2.98602	2.63771	3.2049	3.18323	3.24736	3.23862	3.27103	3.10543	3.72581	3.2227	2.98134	4.20227
DEFB109A|DEFB109B	4.81476	3.80171	3.26137	4.67937	5.02624	4.49484	3.6973	3.03517	3.51423	5.31125	4.36979	4.36019	4.87782
DEFB109B|DEFB109A	3.55871	3.12069	2.97998	3.50655	3.9747	3.40327	3.43759	3.97044	2.92311	4.58242	3.30109	3.38599	4.07015
DEFB110	2.32223	2.5914	2.3083	2.66162	2.10288	2.30124	2.13661	2.36401	2.10436	2.29367	2.2231	2.0504	2.67526
DEFB112	2.56542	2.7072	2.42789	2.45359	2.33768	2.35979	2.43883	2.73212	2.55707	2.28562	2.49396	2.3457	3.25291
DEFB113	3.73103	3.88808	4.04952	4.14711	3.82155	4.19116	4.03355	4.01692	4.28379	4.14706	3.79744	3.93002	4.01494
DEFB114	2.40373	2.03681	2.21488	2.25385	2.33313	2.21379	2.12546	2.54371	2.67506	2.21387	2.328	1.96884	2.4525
DEFB115	3.03964	3.3474	2.84818	3.20219	3.37596	2.98574	3.41208	2.63264	3.11585	3.7745	3.31344	3.26447	3.61682
DEFB116	3.09698	2.99421	2.80998	2.81955	3.20834	2.68217	2.9504	2.98935	2.30248	3.17929	3.4176	2.25447	3.09993
DEFB118	3.47349	3.33605	2.95529	3.33576	3.34664	3.24365	3.2556	3.388	3.36754	3.65595	3.29842	3.01815	3.26214
DEFB119	3.05667	2.86948	2.99892	2.83777	3.25277	3.26651	2.86652	3.11357	3.31486	2.98388	2.76726	2.87404	3.32215
DEFB121	2.86837	2.96573	2.94951	3.04099	2.73197	3.11745	2.64225	3.54598	2.6807	3.31668	2.67935	2.90679	3.53804
DEFB123	4.20059	3.79071	4.05793	3.94431	3.80826	3.60575	3.71012	4.53015	3.60637	3.77175	3.78008	3.69451	3.95454
DEFB124	5.42968	5.89152	5.70854	5.70091	6.00643	5.30761	5.85011	5.63026	5.76665	6.0675	5.79533	5.68056	6.02
DEFB125	2.85177	3.2257	3.17089	3.8206	3.18698	3.4836	3.10796	3.42161	2.94475	3.14372	3.47895	2.77854	3.79606
DEFB126	3.54093	3.27255	3.28565	2.97402	2.86304	3.13699	3.11152	3.10906	2.86959	3.44478	2.94428	3.42108	3.2439
DEFB127	2.40614	2.30979	2.53054	2.23751	2.36887	2.18996	2.34231	2.43677	2.39829	2.48357	2.25964	2.31667	3.07239
DEFB128	2.59168	2.20741	2.28223	1.95583	2.50406	2.05179	2.11477	2.73495	2.22136	2.93365	2.21744	2.20864	2.7256
DEFB129	2.16335	2.79085	3.14956	2.64138	3.13264	2.31807	2.63025	2.71726	2.5214	2.50909	2.52389	2.45129	3.21109
DEFB130A|DEFB130B	2.51996	2.03251	2.06629	2.94173	2.4121	2.3853	2.47907	2.75146	2.93636	2.76047	2.23434	2.42757	2.68831
DEFB130B|DEFB130A	2.51996	2.03251	2.06629	2.94173	2.4121	2.3853	2.47907	2.75146	2.93636	2.76047	2.23434	2.42757	2.68831
DEFB131A|DEFB131B	2.9717	4.50698	3.37211	4.1209	3.05683	3.23812	2.6398	3.29919	2.68375	4.40571	3.07852	3.4377	3.63369
DEFB132	5.11246	5.12172	5.15886	5.30574	4.95113	5.31518	5.07718	4.92255	5.29774	5.20969	5.12441	5.06886	5.28907
DEFB133	2.14739	1.89455	2.19037	2.05795	1.84359	2.4026	1.92458	2.18383	2.09245	1.83625	2.00958	1.98288	2.12517
DEFB134	3.654	3.13244	3.05687	2.54996	3.04638	2.66524	2.99278	2.81663	2.41701	3.50475	2.69372	2.98137	3.03544
DEFB135	2.12823	2.2966	2.54379	2.51307	2.24973	2.19148	2.18557	2.81093	2.26116	2.18967	2.47009	2.03401	2.29844
DEFB136	3.59254	2.88034	2.52247	2.53353	2.51848	2.67401	3.09276	2.9939	2.971	3.04706	2.78947	2.78689	3.11532
DEFB4B|DEFB4A	3.72961	3.45917	3.60483	3.80054	4.165	3.72504	3.54821	3.89559	3.77586	3.78145	3.60136	3.38328	3.89137
DEFT1P2|DEFT1P	4.82111	5.19617	4.61028	5.06158	5.11159	5.04185	5.04077	4.92435	4.96709	5.27657	5.11331	4.74861	5.15954
DEGS1	8.86283	8.73347	8.6455	7.79991	8.31864	8.39599	8.07863	8.40061	7.68447	8.45015	8.429	8.20511	9.01639
DEGS2	6.78736	7.06587	7.0122	7.28355	7.17418	7.56893	7.19676	6.69907	7.14542	7.57406	7.1456	7.10763	7.3237
DEK	9.48296	9.83518	9.45886	8.97637	9.37134	8.99987	9.27136	9.23502	9.09854	9.07068	9.3331	9.26909	9.09635
DELE1	6.42453	7.16618	7.21856	8.0905	7.80448	7.7817	7.77342	7.61646	7.89299	7.78803	7.50241	7.86915	7.57654
DELEC1	3.70446	3.55202	3.13729	3.14348	3.35062	3.37884	3.5994	3.95025	3.22204	3.74255	3.43595	3.33851	4.00262
DENND10P1	4.53462	4.44354	4.15339	4.78641	4.62813	4.75146	4.00486	5.11735	4.44771	4.04828	4.25333	4.05181	4.3159
DENND10|DENND10P1	8.71414	8.68321	8.07885	8.99137	8.28085	8.78371	8.29642	8.49797	8.2214	8.08069	8.53219	8.27533	8.87861
DENND11	6.46387	6.86007	6.32921	7.52938	7.58947	7.70743	7.27877	7.09671	8.02581	7.06183	7.55323	7.5552	7.51054
DENND1A	7.21471	7.56439	7.64152	7.37364	7.2649	7.17121	7.33045	7.26873	7.43368	7.01346	7.48148	7.36094	6.90344
DENND1B	8.59572	7.74235	7.566325	7.49172	8.368405	7.68679	7.587655	8.35424	8.05462	7.34942	8.26118	7.912745	7.46977
DENND1C	6.6873	5.95095	7.20737	5.57893	8.28106	6.20279	6.82664	7.00705	8.20249	5.25635	7.49769	6.09089	6.08037
DENND2A	4.65605	4.69392	4.09116	5.07452	4.50309	4.85844	4.56603	4.75045	4.81421	4.9781	4.73316	5.01297	4.93247
DENND2B	8.25686	8.05161	7.67916	7.51934	6.57796	7.65576	7.82478	6.66226	6.08952	7.17272	7.27131	7.64296	7.00943
DENND2C	5.86022	5.32758	4.43659	5.0407	4.09584	4.22383	4.36661	5.29521	3.72776	4.37478	4.43791	5.09378	4.51242
DENND2D	8.69803	8.29624	8.74384	8.06609	10.1474	8.51476	8.60762	8.67391	10.1168	7.95767	9.45794	8.40147	8.35676
DENND3	6.59126	6.39613	6.6035	7.2262	8.01289	6.791	6.90532	7.20934	7.98962	6.4266	6.93883	6.68061	6.64913
DENND4A	8.23744	8.15982	7.89137	7.87336	9.00283	7.53643	8.45977	8.85877	8.80576	7.71583	8.6947	8.34977	8.13383
DENND4B	6.64662	7.14417	7.05762	7.58547	8.6079	7.54745	7.82684	7.56907	9.0502	7.23061	7.65203	7.56907	7.06268
DENND4C	8.74891	9.01754	8.49502	8.83894	8.51169	8.67889	8.59732	9.25103	8.42226	8.57064	8.78844	9.00929	8.95389
DENND5A	7.43437	7.34173	7.56666	8.27471	8.15471	8.25272	8.291	8.05393	7.95392	7.48989	8.44179	8.10088	7.55166
DENND5B	8.29541	6.08874	6.86691	5.49857	7.39512	6.26292	6.48434	8.00726	7.2517	5.62082	7.03562	6.48189	5.99784
DENND6A	7.90748	8.02444	8.63713	8.07998	7.78281	8.16984	8.00727	7.90319	7.70251	8.37845	8.23865	8.18375	7.94552
DENND6B	6.21455	6.15965	6.20561	6.42656	6.42156	6.27858	6.3151	6.4323	6.44569	6.25675	6.24581	6.03836	6.22048
DENR	7.33903	6.83066	6.67936	6.35809	6.54517	6.563	6.53688	6.14946	6.41874	6.42323	6.67254	6.42113	6.47741
DEPDC1	3.46291	2.52662	2.89241	2.70052	4.76228	2.83662	2.76317	2.91299	5.67389	2.67398	3.11185	2.64753	3.03671
DEPDC1B	5.02816	5.4076	6.12282	3.62613	6.0766	4.71224	4.6593	6.2612	6.50291	4.96129	5.2996	3.92271	5.59946
DEPDC4	2.79909	3.19755	3.26225	4.15361	2.99142	2.9506	2.75135	3.55382	2.97197	2.81365	3.00203	3.28233	3.51578
DEPDC5	6.79306	6.39191	6.42905	7.15994	7.45348	6.70985	7.08016	7.28937	7.57459	6.71998	6.82886	7.09163	6.56257
DEPDC7	3.7225	3.794	4.15334	4.22229	4.15843	3.87578	3.91193	4.2745	4.20877	3.66773	4.18616	4.24661	3.61281
DEPP1	8.02114	7.23847	7.81177	7.17702	7.86754	6.29713	7.76516	6.99523	7.85711	6.97889	8.50534	8.10952	7.30361
DEPTOR	8.31414	9.5628	9.72348	10.1092	8.84522	10.5278	9.09136	9.35266	8.35701	9.80154	9.44342	9.9236	8.97571
DERA	7.28012	6.8443	6.73639	7.37615	6.8096	7.74919	6.8933	6.18125	7.13241	7.28806	6.9715	7.26397	6.65261
DERL1	9.77098	8.98254	8.94499	8.78998	9.52121	9.4061	8.86945	9.57552	8.73823	9.28152	9.37676	9.0512	9.28485
DERL2	8.91515	8.80281	8.55215	8.55324	9.09893	9.24964	8.86015	8.86671	8.77707	8.77428	8.96233	8.52143	8.72102
DERL3	9.44421	7.83959	8.55745	6.7562	7.54014	7.63075	6.56688	8.37109	7.2335	6.35526	7.36808	7.29826	6.86961
DERPC|CHTF8	8.10988	8.5521	7.96527	8.70091	9.01502	9.23577	8.46641	8.3734	9.03501	8.86538	8.89063	8.97393	8.81812
DES	6.12957	6.23099	5.84247	5.88412	6.83315	5.78052	8.25855	5.75635	5.74373	6.56366	6.16399	5.97933	6.33207
DESI1	7.87926	7.83897	7.92861	8.61448	8.658	8.70245	8.16667	8.64566	8.64925	8.38874	8.22262	8.31031	8.1185
DESI2	6.38132	7.28833	6.20944	7.74238	7.01044	6.95188	7.25519	7.1353	6.88749	6.72284	7.16961	7.03641	7.14154
DET1	5.95665	7.13774	6.9004	7.07881	6.18739	6.54715	6.52681	6.34864	6.12515	6.92755	6.58131	7.30921	6.72722
DEUP1	2.74363	3.27267	2.49446	2.80865	2.84727	2.73065	2.69926	3.03467	2.82156	3.2742	3.08211	3.37315	3.13004
DEXI|LOC100289656	6.99239	7.09736	6.72776	7.53138	7.45778	7.78429	7.87135	7.59253	7.27883	7.3095	7.43199	7.47119	7.32253
DFFA	7.44792	7.81448	7.70295	7.38934	7.13181	7.42759	6.63807	7.14065	6.77642	7.32858	7.36397	7.22506	7.47127
DFFB	6.02354	5.94684	5.9617	6.33101	6.38354	6.36981	6.10296	5.83138	6.37284	6.06372	6.17326	6.20374	6.07449
DGAT1	7.0416	7.68265	7.3697	8.249	7.73831	8.30218	7.90416	7.61961	7.81771	7.94108	7.77519	7.76018	7.66444
DGAT2	5.89562	7.08034	6.79232	6.58944	6.3382	8.08066	6.29575	6.69705	6.41849	7.04989	6.69504	6.29409	6.51706
DGAT2L6	2.47822	2.48298	2.46705	2.68997	2.8645	2.98407	2.65734	2.82786	2.70732	2.80788	2.8691	2.57653	3.01043
DGCR2	7.18934	8.12415	7.14794	8.14461	7.60694	7.86944	7.6977	7.52124	7.1325	7.6915	7.81689	7.9748	7.62171
